"﻿""group_code""",sample_set,batch,replicate,sample_id,container_type,eem_present,raman_present,hplc_present,matching_measurements,eem_file,raman_file,hplc_status,plate_metadata_present,eem_plate_metadata_present,raman_plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status
EG,MSStandards,4,1,B1,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B1.CSV,reference workbook missing from local extraction,True,False,True,4,1,B1,2026-03-11T00:00:00Z,Rha (5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B10,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B10.CSV,reference workbook missing from local extraction,True,False,True,4,1,B10,2026-03-11T00:00:00Z,Rha-Glu (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B11,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B11.CSV,reference workbook missing from local extraction,True,False,True,4,1,B11,2026-03-11T00:00:00Z,Rha-Xyl (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B2,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B2.CSV,reference workbook missing from local extraction,True,False,True,4,1,B2,2026-03-11T00:00:00Z,Rha (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B3,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B3.CSV,reference workbook missing from local extraction,True,False,True,4,1,B3,2026-03-11T00:00:00Z,Rha (0.25),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B4,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B4.CSV,reference workbook missing from local extraction,True,False,True,4,1,B4,2026-03-11T00:00:00Z,Rha (0.05),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B5,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B5.CSV,reference workbook missing from local extraction,True,False,True,4,1,B5,2026-03-11T00:00:00Z,Glu (5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B6,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B6.CSV,reference workbook missing from local extraction,True,False,True,4,1,B6,2026-03-11T00:00:00Z,Glu (1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B7,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B7.CSV,reference workbook missing from local extraction,True,False,True,4,1,B7,2026-03-11T00:00:00Z,Glu (0.25),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B8,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B8.CSV,reference workbook missing from local extraction,True,False,True,4,1,B8,2026-03-11T00:00:00Z,Glu (0.05),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,B9,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_B9.CSV,reference workbook missing from local extraction,True,False,True,4,1,B9,2026-03-11T00:00:00Z,Glu (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C1,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C1.CSV,reference workbook missing from local extraction,True,False,True,4,1,C1,2026-03-11T00:00:00Z,Rha (5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C10,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C10.CSV,reference workbook missing from local extraction,True,False,True,4,1,C10,2026-03-11T00:00:00Z,Rha-Glu (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C11,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C11.CSV,reference workbook missing from local extraction,True,False,True,4,1,C11,2026-03-11T00:00:00Z,Rha-Xyl (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C2,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C2.CSV,reference workbook missing from local extraction,True,False,True,4,1,C2,2026-03-11T00:00:00Z,Rha (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C3,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C3.CSV,reference workbook missing from local extraction,True,False,True,4,1,C3,2026-03-11T00:00:00Z,Rha (0.1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C4,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C4.CSV,reference workbook missing from local extraction,True,False,True,4,1,C4,2026-03-11T00:00:00Z,Rha (0.05),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C5,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C5.CSV,reference workbook missing from local extraction,True,False,True,4,1,C5,2026-03-11T00:00:00Z,Glu (5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C6,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C6.CSV,reference workbook missing from local extraction,True,False,True,4,1,C6,2026-03-11T00:00:00Z,Glu (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C7,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C7.CSV,reference workbook missing from local extraction,True,False,True,4,1,C7,2026-03-11T00:00:00Z,Glu (0.25),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C8,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C8.CSV,reference workbook missing from local extraction,True,False,True,4,1,C8,2026-03-11T00:00:00Z,Glu (0.05),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,C9,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_C9.CSV,reference workbook missing from local extraction,True,False,True,4,1,C9,2026-03-11T00:00:00Z,Rha-Glu (1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D1,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D1.CSV,reference workbook missing from local extraction,True,False,True,4,1,D1,2026-03-11T00:00:00Z,Rha (2.5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D10,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D10.CSV,reference workbook missing from local extraction,True,False,True,4,1,D10,2026-03-11T00:00:00Z,Rha-Xyl (1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D11,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D11.CSV,reference workbook missing from local extraction,True,False,True,4,1,D11,2026-03-11T00:00:00Z,Rha-Xyl (0.01),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D2,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D2.CSV,reference workbook missing from local extraction,True,False,True,4,1,D2,2026-03-11T00:00:00Z,Rha (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D3,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D3.CSV,reference workbook missing from local extraction,True,False,True,4,1,D3,2026-03-11T00:00:00Z,Rha (0.1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D4,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D4.CSV,reference workbook missing from local extraction,True,False,True,4,1,D4,2026-03-11T00:00:00Z,Rha (0.025),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D5,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D5.CSV,reference workbook missing from local extraction,True,False,True,4,1,D5,2026-03-11T00:00:00Z,Glu (5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D6,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D6.CSV,reference workbook missing from local extraction,True,False,True,4,1,D6,2026-03-11T00:00:00Z,Glu (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D7,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D7.CSV,reference workbook missing from local extraction,True,False,True,4,1,D7,2026-03-11T00:00:00Z,Glu (0.1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D8,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D8.CSV,reference workbook missing from local extraction,True,False,True,4,1,D8,2026-03-11T00:00:00Z,Glu (0.05),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,D9,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_D9.CSV,reference workbook missing from local extraction,True,False,True,4,1,D9,2026-03-11T00:00:00Z,Rha-Glu (1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E1,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E1.CSV,reference workbook missing from local extraction,True,False,True,4,1,E1,2026-03-11T00:00:00Z,Rha (2.5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E10,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E10.CSV,reference workbook missing from local extraction,True,False,True,4,1,E10,2026-03-11T00:00:00Z,Rha-Xyl (1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E2,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E2.CSV,reference workbook missing from local extraction,True,False,True,4,1,E2,2026-03-11T00:00:00Z,Rha (0.5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E3,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E3.CSV,reference workbook missing from local extraction,True,False,True,4,1,E3,2026-03-11T00:00:00Z,Rha (0.1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E4,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E4.CSV,reference workbook missing from local extraction,True,False,True,4,1,E4,2026-03-11T00:00:00Z,Rha (0.025),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E5,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E5.CSV,reference workbook missing from local extraction,True,False,True,4,1,E5,2026-03-11T00:00:00Z,Glu (2.5),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E6,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E6.CSV,reference workbook missing from local extraction,True,False,True,4,1,E6,2026-03-11T00:00:00Z,Glu (0.75),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E7,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E7.CSV,reference workbook missing from local extraction,True,False,True,4,1,E7,2026-03-11T00:00:00Z,Glu (0.1),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,MSStandards,4,1,E8,Plate,False,True,False,Raman only,,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_001_E8.CSV,reference workbook missing from local extraction,True,False,True,4,1,E8,2026-03-11T00:00:00Z,Glu (0.025),MSStandards,NA,Raman trial,NA,unk,NA,,,False,,,,,,False,No quantitative HPLC reference table found in current folder
